division_code,district_code,upazila_code,union_code,union_name,union_name_bangla,created_by
40,65,76,27,Bichali,Bichali,admin
40,65,28,83,PANCHGRAM,PANCHGRAM,admin
40,65,28,71,MAULI,MAULI,admin
40,65,28,63,KHASIAL,KHASIAL,admin
40,65,52,63,Lohagara,Lohagara,admin
40,65,52,23,Joypur,Joypur,admin
40,65,52,79,Noldi,Noldi,admin
40,65,52,31,Kashipur,Kashipur,admin
40,47,12,35,Batiaghata,Batiaghata,admin
40,47,12,23,Baliadanga,Baliadanga,admin
40,47,17,73,SUTERKHALI,SUTERKHALI,admin
40,47,17,10,BAJUA,BAJUA,admin
40,47,17,13,BANIYASANTA,BANIYASANTA,admin
40,47,40,17,Barakpur,Barakpur,admin
40,47,40,75,zogipol,zogipol,admin
40,47,30,40,Kharnia Union,Kharnia Union,admin
40,47,30,13,Bhandarpara Union,Bhandarpara Union,admin
40,47,30,94,Sobhna Union,Sobhna Union,admin
40,47,30,61,Raghunathpur Union,Raghunathpur Union,admin
40,47,30,67,Rangpur Union,Rangpur Union,admin
40,47,30,20,Dhamalia Union,Dhamalia Union,admin
40,47,64,27,4 No Deluti Union,4 No Deluti Union,admin
40,47,64,61,6 No Laskar Union,6 No Laskar Union,admin
40,47,64,83,8 No RaruliUniou,8 No RaruliUniou,admin
40,47,64,16,9 No Chandkhali Union,9 No Chandkhali Union,admin
40,50,39,6,adabari,adabari,admin
40,50,39,13,aria,aria,admin
40,50,39,27,chilmari,chilmari,admin
40,50,39,74,philipnagar,philipnagar,admin
40,50,94,87,Shodorpur,Shodorpur,admin
40,50,94,58,Khursha,Khursha,admin
40,50,94,36,Chateain,Chateain,admin
40,50,63,57,Osmanpur Union,Osmanpur Union,admin
40,50,63,17,Ambariya Union,Ambariya Union,admin
40,50,63,31,Gopogram Union,Gopogram Union,admin
40,50,71,43,jaganathpur,jaganathpur,admin
40,50,71,94,shilida,shilida,admin
40,65,76,13,Basgrame,Basgrame,admin
40,65,76,40,Hobokhali,Hobokhali,admin
40,65,76,61,Mulia,Mulia,admin
40,65,28,13,BABRA HACHLA,BABRA HACHLA,admin
40,65,28,79,PAHARDANAGA,PAHARDANAGA,admin
40,65,52,94,Shalnagor,Shalnagor,admin
30,26,29,8,Matuail,Matuail,admin
30,26,50,47,Mohammadpur,Mohammadpur,admin
30,82,76,32,Chandani,Chandani,admin
20,51,65,2,Kanchanpur,Kanchanpur,admin
20,75,36,1,Pouroshova,Pouroshova,admin
45,89,90,94,tatihati,tatihati,admin
45,89,90,47,kakilakurah,kakilakurah,admin
30,26,54,10,Arambag,Arambag,admin
30,26,10,22,Dakshinkhan,Dakshinkhan,admin
20,15,41,32,Anderkilla,Anderkilla,admin
30,26,29,76,76,76,admin
30,26,29,84,84,84,admin
30,26,75,75,Paribagh,Paribagh,admin
30,26,2,25,DHAKA UTTAR CITY CORP.,DHAKA UTTAR CITY CORP.,admin
30,26,2,30,30 No. Ward (43),30 No. Ward (43),admin
30,26,2,33,33 No. Ward (PART) (46),33 No. Ward (PART) (46),admin
30,82,76,87,Shahid Ohabpur,Shahid Ohabpur,admin
30,82,76,51,Mijanpur,Mijanpur,admin
30,82,76,1,Rajbari Municipality,Rajbari Municipality,admin
30,67,58,20,Alirtek,Alirtek,admin
30,26,94,1,Uttara,Uttara,admin
50,81,31,11,Deluabari,Deluabari,admin
30,56,10,23,Daulatpur,Daulatpur,admin
30,26,16,47,Word No-47,Word No-47,admin
30,48,11,23,Bhairab,Bhairab,admin
30,26,63,18,Elephent Road,Elephent Road,admin
30,26,29,86,86,86,admin
20,15,43,92,Nasirabad,Nasirabad,admin
55,27,64,11,Dinajpur Pourashova,Dinajpur Pourashova,admin
30,26,26,19,Mohakhali,Mohakhali,admin
50,81,85,66,Rajshahi City Corporation,Rajshahi City Corporation,admin
30,26,64,35,Pallabi,Pallabi,admin
40,47,45,51,WARD NO-12,WARD NO-12,admin
45,61,81,83,FULPUR PAURASHAVA,FULPUR PAURASHAVA,admin
50,88,11,5,Ward 05,Ward 05,admin
20,19,74,1,Baishgao,Baishgao,admin
50,88,67,10,(Wrong) Follow Union Code 25,(Wrong) Follow Union Code 25,admin
60,91,53,31,6 No Chikangul,6 No Chikangul,admin
10,79,58,9,Baramasua,Baramasua,admin
30,26,12,8,Sarulia,Sarulia,admin
60,91,41,3,1 No. Rostompur,1 No. Rostompur,admin
55,85,73,8,Koikuri,Koikuri,admin
30,48,33,26,Chowganga,Chowganga,admin
30,33,32,23,Kaliakoir pourosova,Kaliakoir pourosova,admin
55,85,73,19,Chawla,Chawla,admin
20,84,87,14,Rangamati Pouroshova,Rangamati Pouroshova,admin
40,1,8,91,Khardar,Khardar,admin
50,76,55,41,Chalk Chatiani,Chalk Chatiani,admin
20,51,65,8,Karpara,Karpara,admin
40,87,82,71,Satkhira Sadar,Satkhira Sadar,admin
60,58,74,14,09 No. Amtoil,09 No. Amtoil,admin
50,76,55,69,Malnanchi,Malnanchi,admin
50,76,55,94,Sadaullapur,Sadaullapur,admin
10,4,92,43,02 NO CHOTOBOGI,02 NO CHOTOBOGI,admin
10,9,18,11,13 No. Dakkhin Dighaldi,13 No. Dakkhin Dighaldi,admin
10,9,29,57,Medua,Medua,admin
40,50,15,40,Chandgram,Chandgram,admin
50,88,27,31,KHAS PUKURIA,KHAS PUKURIA,admin
50,88,27,37,OMARPUR,OMARPUR,admin
50,88,94,14,BARAHAR,BARAHAR,admin
50,88,94,21,BARAPANGASHI,BARAPANGASHI,admin
50,88,94,36,HATIKUMRUL,HATIKUMRUL,admin
50,88,94,39,KOYRA,KOYRA,admin
50,88,94,51,PANCHAKRUSHI,PANCHAKRUSHI,admin
50,88,94,65,RAMKRISHNAPUR,RAMKRISHNAPUR,admin
20,3,51,68,RUPSHIPARA,RUPSHIPARA,admin
40,47,51,33,khulna city Corp,khulna city Corp,admin
50,76,55,66,51 Union Code,51 Union Code,admin
30,26,57,29,Mugda Para,Mugda Para,admin
30,26,24,40,Sadona,Sadona,admin
30,26,93,93,turag,turag,admin
30,26,34,11,Sultanpur,Sultanpur,admin
20,15,57,11,Amin Jute mill,Amin Jute mill,admin
50,88,11,1,Ward 01,Ward 01,admin
50,88,11,2,Ward 02,Ward 02,admin
50,88,11,4,Ward 04,Ward 04,admin
50,88,11,6,Ward 06,Ward 06,admin
50,88,11,7,Ward 07,Ward 07,admin
30,29,47,60,Faridpur Pourashava,Faridpur Pourashava,admin
30,26,98,39,Tikatuli,Tikatuli,admin
40,1,60,12,Jiudara,Jiudara,admin
45,72,83,12,Kali,Kali,admin
30,26,92,1,D.P.I,D.P.I,admin
45,61,72,23,Union Code 39,Union Code 39,admin
30,26,72,50,Kaundia,Kaundia,admin
60,58,74,21,07 No. Chandi Ghat,07 No. Chandi Ghat,admin
60,58,74,51,08 No. Kanakpur,08 No. Kanakpur,admin
60,58,74,80,Mostafapur,Mostafapur,admin
50,38,47,76,Mohammadabad,Mohammadabad,admin
10,4,92,91,06 NO NISANBARIA,06 NO NISANBARIA,admin
10,9,18,18,10 Valumia,10 Valumia,admin
60,91,41,42,2 No Paschim Jaflong,2 No Paschim Jaflong,admin
30,56,82,21,BAIRA,BAIRA,admin
50,88,11,27,BELKUCHI,BELKUCHI,admin
50,88,94,12,BANGALA,BANGALA,admin
50,88,94,73,SALANGA,SALANGA,admin
30,26,11,10,10 No. Ward,10 No. Ward,admin
30,26,37,15,Namapara,Namapara,admin
30,26,32,25,Kadamtali,Kadamtali,admin
20,3,91,57,REMAKRI PRANSA,REMAKRI PRANSA,admin
20,19,81,17,Jahapur,Jahapur,admin
20,15,70,9,Shilok,Shilok,admin
20,15,6,3,kulgau,kulgau,admin
50,10,20,9,Khander,Khander,admin
50,76,22,8,Chaikola,Chaikola,admin
20,19,72,3,Surain,Surain,admin
55,85,73,85,Tambulpur,Tambulpur,admin
55,32,91,11,BAMONDANGA,BAMONDANGA,admin
50,88,78,21,Diardhangora,Diardhangora,admin
50,69,63,21,Vatodara,Vatodara,admin
40,55,57,91,Zilla para,Zilla para,admin
20,19,87,35,Hucchamia,Hucchamia,admin
50,64,47,12,Valain,Valain,admin
60,58,74,58,01 No. Khalilpur,01 No. Khalilpur,admin
60,58,74,65,02 No. Monumukh,02 No. Monumukh,admin
50,38,47,19,Bambo,Bambo,admin
10,9,18,14,Bapta,Bapta,admin
10,9,18,16,08 No. Ali Nagar,08 No. Ali Nagar,admin
10,9,18,17,09 No. Charsamiya,09 No. Charsamiya,admin
50,69,15,35,gopalpur,gopalpur,admin
40,50,15,67,Juniadah,Juniadah,admin
30,26,68,12,Bashabo,Bashabo,admin
30,26,66,35,"Malibag,","Malibag,",admin
30,26,96,76,Uttarkhan,Uttarkhan,admin
30,67,58,33,Sanarpar,Sanarpar,admin
30,26,93,79,Nizamnagar,Nizamnagar,admin
30,26,28,12,zigatola,zigatola,admin
30,26,18,5,Sutarpara,Sutarpara,admin
30,33,34,20,Kaliganj 1720,Kaliganj 1720,admin
30,93,66,19,Mirzapur Pouroshova,Mirzapur Pouroshova,admin
60,91,53,56,Darbasta,Darbasta,admin
50,81,40,7,Kajla,Kajla,admin
20,19,72,4,Gobindopur,Gobindopur,admin
10,78,66,12,Kalapara Pourashova,Kalapara Pourashova,admin
50,38,47,10,Biswas para,Biswas para,admin
30,26,36,10,Nasirabad,Nasirabad,admin
20,51,65,18,3 no. Bahadur,3 no. Bahadur,admin
55,85,73,76,Pirgacha Union,Pirgacha Union,admin
30,33,30,32,Gazipur Municipality,Gazipur Municipality,admin
50,81,22,22,GHORAMARA,GHORAMARA,admin
60,58,74,29,06 No. Ekatuna,06 No. Ekatuna,admin
60,58,74,81,(Wrong) follow union Code 80,(Wrong) follow union Code 80,admin
50,88,61,56,Solonga,Solonga,admin
10,4,47,59,06 NO KAZIRABAD,06 NO KAZIRABAD,admin
10,9,29,95,SAYEDPUR,SAYEDPUR,admin
20,3,51,15,AZIZNAGAR,AZIZNAGAR,admin
30,26,80,16,shyamoli,shyamoli,admin
20,13,79,16,Changarchar,Changarchar,admin
55,85,49,99,Rangpur City,Rangpur City,admin
10,4,92,75,Koroi Baria,Koroi Baria,admin
20,51,58,37,Kazir Dighir Par,Kazir Dighir Par,admin
45,61,52,7,Madan Mahan Road,Madan Mahan Road,admin
30,26,88,81,Gandaria,Gandaria,admin
30,48,54,12,Agarpur,Agarpur,admin
30,26,70,7,Rupnagar,Rupnagar,admin
50,76,16,10,Bera Pouroshova,Bera Pouroshova,admin
30,26,5,90,Nobabpur,Nobabpur,admin
60,91,62,1,Sylhet City Corporation,Sylhet City Corporation,admin
30,33,30,62,Tongi,Tongi,admin
30,26,7,19,Banani,Banani,admin
30,26,30,14,Bashantak,Bashantak,admin
30,93,9,19,KANCHANPUR,KANCHANPUR,admin
30,26,65,13,Naya Paltan,Naya Paltan,admin
50,76,55,43,Dogachhi,Dogachhi,admin
50,76,55,51,GOYESHPUR,GOYESHPUR,admin
50,38,47,38,Dhalahar,Dhalahar,admin
10,4,92,96,07 NO SONAKATA,07 NO SONAKATA,admin
10,4,92,94,01 NO PONCHAKORALIA,01 NO PONCHAKORALIA,admin
10,4,92,95,04 NO SARIKHALI,04 NO SARIKHALI,admin
10,9,18,12,12 No. Uttar Dighaldi,12 No. Uttar Dighaldi,admin
10,9,18,13,11 No. Vaduria,11 No. Vaduria,admin
10,9,18,15,07 No. Shibpur,07 No. Shibpur,admin
50,69,15,47,JOARI,JOARI,admin
50,69,15,58,Barigram PDC,Barigram PDC,admin
30,26,42,12,Posta,Posta,admin
50,88,11,13,BARA DHUL,BARA DHUL,admin
50,88,27,21,BAGUTIA,BAGUTIA,admin
50,88,94,80,SALAP,SALAP,admin
50,88,94,94,ULLAHPARA,ULLAHPARA,admin
20,3,51,27,FAITANG,FAITANG,admin
20,3,73,87,SONAICHHARI,SONAICHHARI,admin
30,26,48,11,11 No. Ward (Paikpara),11 No. Ward (Paikpara),admin
50,88,11,3,Ward 03,Ward 03,admin
50,88,11,8,Ward 08,Ward 08,admin
50,88,11,9,Ward 09,Ward 09,admin
30,26,38,69,SUBHADYA,SUBHADYA,admin
30,26,74,8,Mirpur 01,Mirpur 01,admin
30,26,72,13,Savar,Savar,admin
20,51,65,13,2 No.Noagaon,2 No.Noagaon,admin
45,61,52,5,27 No Ward CDC,27 No Ward CDC,admin
40,50,15,11,Bheramara Pouroshova,Bheramara Pouroshova,admin
45,61,65,95,Nandibari,Nandibari,admin
45,39,85,92,SARISHABARI POUROSHOVA,SARISHABARI POUROSHOVA,admin
55,32,91,82,SONARA,SONARA,admin
30,56,46,17,Bewtha,Bewtha,admin
50,76,55,25,Chartarapur,Chartarapur,admin
50,76,55,16,Ataikula,Ataikula,admin
50,38,61,19,2 no. barapara,2 no. barapara,admin
50,38,47,66,Jamalpur,Jamalpur,admin
50,38,47,32,Chakborkat,Chakborkat,admin
10,4,47,47,03 NO HOSNABAD,03 NO HOSNABAD,admin
10,4,92,39,05 NO BOROBOGI,05 NO BOROBOGI,admin
40,44,19,12,Jhenaidah Municipality,Jhenaidah Municipality,admin
50,69,41,30,GURUDASPUR,GURUDASPUR,admin
40,50,15,20,Chandgram,Chandgram,admin
50,69,15,83,Nagor,Nagor,admin
50,69,63,11,Noldanga,Noldanga,admin
20,75,47,66,Kabirhat Paurasabha,Kabirhat Paurasabha,admin
55,49,6,80,Boldia,Boldia,admin
55,49,6,76,Pathardubi,Pathardubi,admin
60,91,41,73,Rustompur,Rustompur,admin
55,77,73,59,Kamat Kajal Dighi,Kamat Kajal Dighi,admin
55,77,25,20,Boda Paurasava,Boda Paurasava,admin
20,19,18,63,06 No. Mainamati UDC,06 No. Mainamati UDC,admin
20,19,18,69,07 No. Mokam UDC,07 No. Mokam UDC,admin
20,19,72,52,07 No. Laksam Purba,07 No. Laksam Purba,admin
30,68,60,60,Narsingdi Municipality,Narsingdi Municipality,admin
30,67,2,35,GOPALDI,GOPALDI,admin
55,32,91,88,Sreepur,Sreepur,admin
55,32,91,75,Sarbananda,Sarbananda,admin
55,32,91,63,Ramjiban,Ramjiban,admin
20,51,58,52,05 No.Charpata UDC,05 No.Charpata UDC,admin
20,51,58,84,04 No Sonapur,04 No Sonapur,admin
20,51,58,71,10 No. Raipur UDC,10 No. Raipur UDC,admin
20,19,81,49,Kamalla,Kamalla,admin
20,12,85,75,Salimganj,Salimganj,admin
40,57,87,8,Govt. College Road,Govt. College Road,admin
30,48,33,51,Itna,Itna,admin
30,67,67,11,Narayanganj Municipality,Narayanganj Municipality,admin
45,61,52,10,Mymensingh Munuicipality,Mymensingh Munuicipality,admin
20,13,58,39,UTTAR KACHUA,UTTAR KACHUA,admin
40,65,28,33,Kalia Paurasabha,Kalia Paurasabha,admin
50,69,55,73,MADHNAGAR,MADHNAGAR,admin
50,69,55,87,PIPRUL,PIPRUL,admin
45,61,22,11,BARABARIA,BARABARIA,admin
45,72,47,7,Pourasabha,Pourasabha,admin
30,26,18,73,Roypara,Roypara,admin
30,26,22,17,Ward No. 17,Ward No. 17,admin
45,61,88,13,Banihala,Banihala,admin
45,61,88,45,Kamargaon,Kamargaon,admin
45,61,88,72,Rampur,Rampur,admin
50,10,88,1,Sherpur Paurasava,Sherpur Paurasava,admin
50,10,88,9,Sherpur Paurasava,Sherpur Paurasava,admin
55,73,15,19,Bhogdaburi,Bhogdaburi,admin
50,76,55,2,Pabna Municipality,Pabna Municipality,admin
50,76,5,63,Laxmipur,Laxmipur,admin
20,15,35,24,Chittagang Municipality,Chittagang Municipality,admin
30,68,52,20,Monohordi,Monohordi,admin
20,13,1,5,SUBIDPUR,SUBIDPUR,admin
30,26,2,1,Shyamoli,Shyamoli,admin
55,49,52,5,Biadyananda,Biadyananda,admin
55,32,91,12,BELKA,BELKA,admin
40,55,57,1,Dhaneshwargati,Dhaneshwargati,admin
30,26,95,19,Uttara City Corporation,Uttara City Corporation,admin
50,81,90,17,Rajshahi City Corporation,Rajshahi City Corporation,admin
20,15,4,19,Bairag,Bairag,admin
40,87,86,11,ATULIA,ATULIA,admin
60,36,71,94,SHAHJANPUR,SHAHJANPUR,admin
40,44,71,66,MAHESHPUR PAURASAVA,MAHESHPUR PAURASAVA,admin
60,36,71,17,BAGHASURA,BAGHASURA,admin
60,90,23,57,KALARUKA,KALARUKA,admin
20,15,47,18,BARAHATIA,BARAHATIA,admin
50,76,22,86,Nimaichara,Nimaichara,admin
50,76,19,65,MONDOTUSH,MONDOTUSH,admin
20,22,94,47,RAJA PALONG,RAJA PALONG,admin
55,73,15,38,Domar,Domar,admin
20,12,85,13,Bidyakut,Bidyakut,admin
50,81,94,11,MUNDUMALA PAURASAVA,MUNDUMALA PAURASAVA,admin
10,42,40,17,BASANDA,BASANDA,admin
10,42,40,28,GABKHAN DHANSIRI,GABKHAN DHANSIRI,admin
45,61,22,88,TENGABA,TENGABA,admin
20,30,29,43,Kalidah,Kalidah,admin
10,9,29,16,Bhabanipur,Bhabanipur,admin
10,6,51,1,BARISAL CITY CORP.,BARISAL CITY CORP.,admin
10,78,52,42,BETAGI SANKIPURA,BETAGI SANKIPURA,admin
20,30,29,30,FAZILPUR,FAZILPUR,admin
45,61,16,36,DHOBAURA,DHOBAURA,admin
45,61,16,42,GAMARITALA,GAMARITALA,admin
45,39,85,85,SARISHABARI UPAZILA,SARISHABARI UPAZILA,admin
45,61,72,71,NANDAIL,NANDAIL,admin
45,61,72,39,JAHANGIRPUR,JAHANGIRPUR,admin
45,89,88,47,Dhala,Dhala,admin
45,39,61,61,MELANDAH UPAZILA,MELANDAH UPAZILA,admin
45,89,88,33,Char Pakkimari,Char Pakkimari,admin
20,22,24,59,KHURUSHKUL,KHURUSHKUL,admin
20,22,24,47,JHILWANJA,JHILWANJA,admin
20,22,24,20,BHARUAKHALI,BHARUAKHALI,admin
45,89,88,40,CHAR SHERPUR,CHAR SHERPUR,admin
45,89,88,74,LAKSHMANPUR,LAKSHMANPUR,admin
20,75,36,19,CHANDNANDI,CHANDNANDI,admin
20,12,85,83,Satmora,Satmora,admin
55,52,55,39,Lalmanirhat Powroshova,Lalmanirhat Powroshova,admin
20,15,4,28,BARAKHAIN,BARAKHAIN,admin
30,26,50,29,29 No. Ward,29 No. Ward,admin
30,48,49,1,(Wrong) Follow Union Code 75,(Wrong) Follow Union Code 75,admin
30,48,49,2,(Wrong) Follow Union Code 75,(Wrong) Follow Union Code 75,admin
30,48,49,4,(Wrong) Follow Union Code 75,(Wrong) Follow Union Code 75,admin
50,69,44,35,GOPALPUR PAURASAVA,GOPALPUR PAURASAVA,admin
20,75,87,1,NOAKHALI PAURASAVA,NOAKHALI PAURASAVA,admin
20,30,25,38,JAILASHKAR,JAILASHKAR,admin
30,26,64,5,05 No. Ward (Nannu Market),05 No. Ward (Nannu Market),admin
40,41,47,81,Jessore Pourashava,Jessore Pourashava,admin
30,26,48,13,13 No Ward CDC(Uttor Pirerbag),13 No Ward CDC(Uttor Pirerbag),admin
40,50,79,75,MAZAMPUR,MAZAMPUR,admin
45,39,15,15,Dewanganj Upazila,Dewanganj Upazila,admin
30,93,9,48,Habla,Habla,admin
30,93,47,14,Bangra,Bangra,admin
50,70,66,66,Chapainawabganj pourasava,Chapainawabganj pourasava,admin
45,39,29,33,ISLAMPUR  POURASHOVA,ISLAMPUR  POURASHOVA,admin
30,82,76,91,Khankhanapur,Khankhanapur,admin
30,26,26,41,Gulshan-2,Gulshan-2,admin
60,36,5,83,SNANGHAT,SNANGHAT,admin
30,48,27,62,Hossainpur Pouroshova,Hossainpur Pouroshova,admin
20,13,22,76,14 No Rajrajeshwar,14 No Rajrajeshwar,admin
50,76,55,55,Pabna Sadar Upazila,Pabna Sadar Upazila,admin
50,10,40,23,Gabtoli Pourisobha,Gabtoli Pourisobha,admin
50,10,33,37,DUBCHACHIA PDC,DUBCHACHIA PDC,admin
10,9,18,36,06 No. Dhonia,06 No. Dhonia,admin
20,75,21,12,Rampur Union,Rampur Union,admin
20,75,21,59,07 No. Musapur,07 No. Musapur,admin
55,49,6,47,Char Bhurungamari,Char Bhurungamari,admin
55,77,73,47,Haribhasa,Haribhasa,admin
20,19,18,72,05 No. Pir Jatrapur UDC,05 No. Pir Jatrapur UDC,admin
20,19,18,15,08 No. Bharella UDC (South),08 No. Bharella UDC (South),admin
20,51,65,75,Ramganj Pouroshova,Ramganj Pouroshova,admin
30,67,58,37,FATULLAH,FATULLAH,admin
55,49,61,61,Nageswary Municipality,Nageswary Municipality,admin
55,32,91,15,Kanchibari,Kanchibari,admin
55,32,91,44,Haripur,Haripur,admin
55,32,91,56,Kapasia,Kapasia,admin
55,32,67,66,MONOHORPUR,MONOHORPUR,admin
55,32,67,13,BARISAL,BARISAL,admin
20,51,58,19,Raipur Powrosova,Raipur Powrosova,admin
20,12,85,18,Birgaon,Birgaon,admin
55,52,55,20,Barabari,Barabari,admin
20,12,85,27,Ibrahimpur,Ibrahimpur,admin
20,12,85,45,Krishnanagar,Krishnanagar,admin
20,12,7,32,Chandura,Chandura,admin
20,12,7,36,Char Islampur,Char Islampur,admin
20,12,7,56,Harashpur,Harashpur,admin
40,44,19,8,Arappur,Arappur,admin
30,48,11,59,Sadakpur,Sadakpur,admin
30,48,45,28,Chandpur,Chandpur,admin
30,48,45,85,Mumurdia,Mumurdia,admin
20,12,85,42,Kaitala Uttar,Kaitala Uttar,admin
50,69,63,4,Natore Municipality,Natore Municipality,admin
30,26,26,42,Berait,Berait,admin
45,61,88,31,Dhakua,Dhakua,admin
45,61,88,36,Galagaon,Galagaon,admin
55,73,15,47,GOMANTI,GOMANTI,admin
20,19,67,13,Comilla Municipality,Comilla Municipality,admin
30,26,33,29,West Panthapath,West Panthapath,admin
30,26,42,26,lalbag,lalbag,admin
40,44,42,1,KOTCHANDPUR PAURASAVA,KOTCHANDPUR PAURASAVA,admin
50,81,31,1,Durgapur Pourosova,Durgapur Pourosova,admin
55,94,94,44,Jagannathpur,Jagannathpur,admin
50,69,41,10,Pauroshaba,Pauroshaba,admin
45,72,83,87,Narandia,Narandia,admin
45,72,83,55,Gualakanda,Gualakanda,admin
60,90,23,14,Charmahalla,Charmahalla,admin
60,90,23,76,Noarai,Noarai,admin
45,72,83,63,HOGLA,HOGLA,admin
45,72,38,27,GAJIPUR,GAJIPUR,admin
55,27,12,79,Birganj Pouroshova,Birganj Pouroshova,admin
60,36,71,16,ADAOIR,ADAOIR,admin
20,15,12,8,Kharandwip Sreepur,Kharandwip Sreepur,admin
60,36,71,60,Dharmaghar,Dharmaghar,admin
60,36,71,51,CHOWMUHANI,CHOWMUHANI,admin
50,76,22,77,Mulgram,Mulgram,admin
60,36,5,47,MIRPUR,MIRPUR,admin
20,15,47,80,Putibila,Putibila,admin
50,76,22,94,Parswadanga,Parswadanga,admin
45,39,85,21,06 No Bhatara,06 No Bhatara,admin
20,13,1,37,PURBA GUPTI,PURBA GUPTI,admin
45,39,15,43,07 No Chukaibari,07 No Chukaibari,admin
45,39,15,51,01 No. DANGDHARA,01 No. DANGDHARA,admin
45,39,85,31,03 No Dowail,03 No Dowail,admin
20,12,85,88,SHYAMGRAM,SHYAMGRAM,admin
60,90,23,92,SING CHAPAIR,SING CHAPAIR,admin
20,15,47,4,(Wrong) Follow Union Code 25,(Wrong) Follow Union Code 25,admin
20,12,85,62,Nabinagar Purbo,Nabinagar Purbo,admin
20,15,82,82,Satkania Community Center,Satkania Community Center,admin
30,26,32,95,SHYAMPUR,SHYAMPUR,admin
45,61,22,31,JESSORA,JESSORA,admin
45,61,22,44,MASHAKHALI,MASHAKHALI,admin
45,61,22,63,PANCHBHAG,PANCHBHAG,admin
45,61,22,56,PAITHAL,PAITHAL,admin
40,18,7,1,ALAMDANGA PAURASAVA,ALAMDANGA PAURASAVA,admin
20,22,24,71,PATALI MACHHUAKHALI,PATALI MACHHUAKHALI,admin
10,42,40,76,NABAGRAM,NABAGRAM,admin
50,76,22,70,MOTHURAPUR,MOTHURAPUR,admin
20,30,41,54,DARBARPUR,DARBARPUR,admin
60,90,50,1,(Wrong) follow union Code 71,(Wrong) follow union Code 71,admin
20,30,29,51,LEMUA,LEMUA,admin
20,30,29,86,SHARSHADI,SHARSHADI,admin
45,61,16,10,BAGHBER,BAGHBER,admin
20,30,14,49,9 no Shubhopur,9 no Shubhopur,admin
30,26,36,23,Dhaka South City Corp,Dhaka South City Corp,admin
50,69,9,8,BAGATIPARA UPAZILA,BAGATIPARA UPAZILA,admin
45,61,72,63,MUSULI,MUSULI,admin
20,75,36,47,HARNI,HARNI,admin
40,57,47,22,GANGNI PAURASHAVA,GANGNI PAURASHAVA,admin
50,88,11,16,BELKUCHI PAURASHAVA,BELKUCHI PAURASHAVA,admin
30,48,54,72,(Wrong) Follow Union Code 88,(Wrong) Follow Union Code 88,admin
45,89,37,25,JHENAIGATI,JHENAIGATI,admin
30,26,28,14,14 No. Ward,14 No. Ward,admin
30,26,73,11,11 No. Ward,11 No. Ward,admin
30,26,64,6,06 No. Ward,06 No. Ward,admin
30,48,11,50,BHAIRAB PAURASHAVA,BHAIRAB PAURASHAVA,admin
45,72,74,80,NETROKONA PAURASAVA,NETROKONA PAURASAVA,admin
30,48,49,5,(Wrong) Follow Union Code 75,(Wrong) Follow Union Code 75,admin
30,48,49,8,(Wrong) Follow Union Code 75,(Wrong) Follow Union Code 75,admin
50,70,88,66,SHIBGANJ PAURASHAVA,SHIBGANJ PAURASHAVA,admin
30,26,64,3,03 No. Ward (Paris Road),03 No. Ward (Paris Road),admin
30,26,30,4,04 No. Ward,04 No. Ward,admin
20,15,65,40,40 NO. WARD (Katghar),40 NO. WARD (Katghar),admin
40,50,79,25,BARAKHADA,BARAKHADA,admin
45,39,61,67,MELANDAH PAURASHAVA,MELANDAH PAURASHAVA,admin
45,61,72,15,BETAGAIR,BETAGAIR,admin
20,12,85,81,BARAIL,BARAIL,admin
30,26,7,20,20 No. Ward(Mohakhali TB Gate),20 No. Ward(Mohakhali TB Gate),admin
45,39,58,58,MADERGANJ UPAZILA,MADERGANJ UPAZILA,admin
30,93,47,29,Durgapur,Durgapur,admin
40,1,8,12,Bagerhat Municipality,Bagerhat Municipality,admin
10,9,18,19,Bhola Sadar,Bhola Sadar,admin
30,26,48,12,Mirpur-12,Mirpur-12,admin
20,75,21,83,01 NO. SIRAJPUR,01 NO. SIRAJPUR,admin
20,75,21,47,02 NO. CHAR PARBOTI,02 NO. CHAR PARBOTI,admin
20,75,80,80,SENBUG MUNICIPALITY,SENBUG MUNICIPALITY,admin
55,49,6,85,Shilkhuri,Shilkhuri,admin
55,49,6,13,Andharirjhar,Andharirjhar,admin
30,26,4,79,Gulshan,Gulshan,admin
30,26,38,18,Itavara,Itavara,admin
55,49,6,57,Joymonir Hat,Joymonir Hat,admin
55,77,73,65,Magura,Magura,admin
55,77,73,83,Satmera,Satmera,admin
20,19,72,83,Laksam Paurasava,Laksam Paurasava,admin
55,77,73,50,Panchagarh Paurasava,Panchagarh Paurasava,admin
55,27,77,70,Parbotipur Municipality,Parbotipur Municipality,admin
40,41,61,12,Bhojgatii,Bhojgatii,admin
50,10,85,21,Bogra Pauroshova,Bogra Pauroshova,admin
55,32,67,85,Polashbari,Polashbari,admin
55,32,67,19,Betkapa,Betkapa,admin
55,32,67,57,Mohadipur,Mohadipur,admin
20,51,33,95,Saheber Hat,Saheber Hat,admin
20,19,81,67,Paharpur,Paharpur,admin
20,19,81,72,Babuti Para,Babuti Para,admin
20,19,81,31,Chhaliakandi,Chhaliakandi,admin
20,12,85,40,Kaitala Dakshin,Kaitala Dakshin,admin
20,12,7,52,Dakshin Singerbil,Dakshin Singerbil,admin
40,57,87,5,Govipur,Govipur,admin
50,69,55,23,Bipro,Bipro,admin
30,48,33,25,Baribari,Baribari,admin
